Produto;Quantidade (L.);Year;Category
Base espumante;-;1997;Producao
Base espumante moscatel;-;1997;Producao
Base Champenoise champanha;-;1997;Producao
Base Charmat champanha;-;1997;Producao
Bebida de uva;-;1997;Producao
Polpa de uva;-;1997;Producao
Mosto simples;19.066.000;1997;Producao
Mosto concentrado;490.000;1997;Producao
Mosto de uva com bagaço;-;1997;Producao
Mosto dessulfitado;-;1997;Producao
Mistelas;-;1997;Producao
Néctar de uva;-;1997;Producao
Licorosos;-;1997;Producao
Compostos;-;1997;Producao
Jeropiga;-;1997;Producao
Filtrado;-;1997;Producao
Frisante;-;1997;Producao
Vinho leve;-;1997;Producao
Vinho licoroso;-;1997;Producao
Brandy;-;1997;Producao
Destilado;-;1997;Producao
Bagaceira;-;1997;Producao
Licor de bagaceira;-;1997;Producao
Vinagre;-;1997;Producao
Borra líquida;-;1997;Producao
Borra seca;-;1997;Producao
Vinho Composto;-;1997;Producao
Pisco;-;1997;Producao
Vinho orgânico;4.997.317;1997;Producao
Espumante orgânico;-;1997;Producao
Destilado alcoólico simples de bagaceira;-;1997;Producao
Vinho acidificado;-;1997;Producao
Mosto parcialmente fermentado;-;1997;Producao
Outros derivados;-;1997;Producao
Total;267.766.792;1997;Producao
VINHO DE MESA;150.814.943;1998;Producao
Tinto;102.127.865;1998;Producao
Branco;32.140.249;1998;Producao
Rosado;16.546.829;1998;Producao
VINHO FINO DE MESA (VINIFERA);33.898.630;1998;Producao
Tinto;8.716.140;1998;Producao
Branco;24.384.090;1998;Producao
Rosado;798.400;1998;Producao
SUCO;13.904.186;1998;Producao
Suco de uva integral;3.904.186;1998;Producao
Suco de uva concentrado;10.000.000;1998;Producao
Suco de uva adoçado;-;1998;Producao
Suco de uva orgânico;-;1998;Producao
Suco de uva reconstituído;-;1998;Producao
DERIVADOS;14.693.351;1998;Producao
Espumante;-;1998;Producao
Espumante moscatel;-;1998;Producao
Base espumante;-;1998;Producao
Base espumante moscatel;-;1998;Producao
Base Champenoise champanha;-;1998;Producao
Base Charmat champanha;-;1998;Producao
Bebida de uva;-;1998;Producao
Polpa de uva;-;1998;Producao
Mosto simples;11.046.570;1998;Producao
Mosto concentrado;381.000;1998;Producao
Mosto de uva com bagaço;-;1998;Producao
Mosto dessulfitado;-;1998;Producao
Mistelas;-;1998;Producao
Néctar de uva;-;1998;Producao
Licorosos;-;1998;Producao
Compostos;-;1998;Producao
Jeropiga;-;1998;Producao
Filtrado;-;1998;Producao
Frisante;-;1998;Producao
Vinho leve;-;1998;Producao
Vinho licoroso;-;1998;Producao
Brandy;-;1998;Producao
Destilado;-;1998;Producao
Bagaceira;-;1998;Producao
Licor de bagaceira;-;1998;Producao
Vinagre;-;1998;Producao
Borra líquida;-;1998;Producao
Borra seca;-;1998;Producao
Vinho Composto;-;1998;Producao
Pisco;-;1998;Producao
Vinho orgânico;3.265.781;1998;Producao
Espumante orgânico;-;1998;Producao
Destilado alcoólico simples de bagaceira;-;1998;Producao
Vinho acidificado;-;1998;Producao
Mosto parcialmente fermentado;-;1998;Producao
Outros derivados;-;1998;Producao
Total;213.311.110;1998;Producao
VINHO DE MESA;226.520.776;1999;Producao
Tinto;168.149.414;1999;Producao
Branco;42.528.150;1999;Producao
Rosado;15.843.212;1999;Producao
VINHO FINO DE MESA (VINIFERA);45.830.497;1999;Producao
Tinto;14.640.657;1999;Producao
Branco;30.674.840;1999;Producao
Rosado;515.000;1999;Producao
SUCO;15.532.303;1999;Producao
Suco de uva integral;4.132.303;1999;Producao
Suco de uva concentrado;11.400.000;1999;Producao
Suco de uva adoçado;-;1999;Producao
Suco de uva orgânico;-;1999;Producao
Suco de uva reconstituído;-;1999;Producao
DERIVADOS;23.422.306;1999;Producao
Espumante;6.900;1999;Producao
Espumante moscatel;-;1999;Producao
Base espumante;-;1999;Producao
Base espumante moscatel;-;1999;Producao
Base Champenoise champanha;-;1999;Producao
Base Charmat champanha;-;1999;Producao
Bebida de uva;-;1999;Producao
Polpa de uva;-;1999;Producao
Mosto simples;14.359.734;1999;Producao
Mosto concentrado;411.354;1999;Producao
Mosto de uva com bagaço;-;1999;Producao
Mosto dessulfitado;-;1999;Producao
Mistelas;-;1999;Producao
Néctar de uva;-;1999;Producao
Licorosos;44.740;1999;Producao
Compostos;-;1999;Producao
Jeropiga;-;1999;Producao
Filtrado;-;1999;Producao
Frisante;-;1999;Producao
Vinho leve;-;1999;Producao
Vinho licoroso;-;1999;Producao
Brandy;-;1999;Producao
Destilado;7.350;1999;Producao
Bagaceira;-;1999;Producao
Licor de bagaceira;-;1999;Producao
Vinagre;-;1999;Producao
Borra líquida;-;1999;Producao
Borra seca;-;1999;Producao
Vinho Composto;-;1999;Producao
Pisco;-;1999;Producao
Vinho orgânico;8.592.228;1999;Producao
Espumante orgânico;-;1999;Producao
Destilado alcoólico simples de bagaceira;-;1999;Producao
Vinho acidificado;-;1999;Producao
Mosto parcialmente fermentado;-;1999;Producao
Outros derivados;-;1999;Producao
Total;311.305.882;1999;Producao
VINHO DE MESA;273.025.576;2000;Producao
Tinto;208.242.670;2000;Producao
Branco;44.902.276;2000;Producao
Rosado;19.880.630;2000;Producao
VINHO FINO DE MESA (VINIFERA);56.209.739;2000;Producao
Tinto;18.545.613;2000;Producao
Branco;36.955.126;2000;Producao
Rosado;709.000;2000;Producao
SUCO;17.722.779;2000;Producao
Suco de uva integral;3.546.779;2000;Producao
Suco de uva concentrado;14.176.000;2000;Producao
Suco de uva adoçado;-;2000;Producao
Suco de uva orgânico;-;2000;Producao
Suco de uva reconstituído;-;2000;Producao
DERIVADOS;25.959.016;2000;Producao
Espumante;71.410;2000;Producao
Espumante moscatel;-;2000;Producao
Base espumante;-;2000;Producao
Base espumante moscatel;-;2000;Producao
Base Champenoise champanha;-;2000;Producao
Base Charmat champanha;-;2000;Producao
Bebida de uva;-;2000;Producao
Polpa de uva;-;2000;Producao
Mosto simples;16.192.018;2000;Producao
Mosto concentrado;-;2000;Producao
Mosto de uva com bagaço;-;2000;Producao
Mosto dessulfitado;-;2000;Producao
Mistelas;33.000;2000;Producao
Néctar de uva;-;2000;Producao
Licorosos;21.000;2000;Producao
Compostos;-;2000;Producao
Jeropiga;-;2000;Producao
Filtrado;-;2000;Producao
Frisante;-;2000;Producao
Vinho leve;-;2000;Producao
Vinho licoroso;-;2000;Producao
Brandy;-;2000;Producao
Destilado;1.960;2000;Producao
Bagaceira;12.700;2000;Producao
Licor de bagaceira;-;2000;Producao
Vinagre;-;2000;Producao
Borra líquida;9.626.928;2000;Producao
Borra seca;-;2000;Producao
Vinho Composto;-;2000;Producao
Pisco;-;2000;Producao
Vinho orgânico;-;2000;Producao
Espumante orgânico;-;2000;Producao
Destilado alcoólico simples de bagaceira;-;2000;Producao
Vinho acidificado;-;2000;Producao
Mosto parcialmente fermentado;-;2000;Producao
Outros derivados;-;2000;Producao
Total;372.917.110;2000;Producao
VINHO DE MESA;228.932.458;2001;Producao
Tinto;175.267.437;2001;Producao
Branco;44.322.836;2001;Producao
Rosado;9.342.185;2001;Producao
VINHO FINO DE MESA (VINIFERA);34.159.277;2001;Producao
Tinto;13.587.683;2001;Producao
Branco;20.393.594;2001;Producao
Rosado;178.000;2001;Producao
SUCO;17.987.182;2001;Producao
Suco de uva integral;5.196.430;2001;Producao
Suco de uva concentrado;12.790.752;2001;Producao
Suco de uva adoçado;-;2001;Producao
Suco de uva orgânico;-;2001;Producao
Suco de uva reconstituído;-;2001;Producao
DERIVADOS;15.498.842;2001;Producao
Espumante;-;2001;Producao
Espumante moscatel;276.099;2001;Producao
Base espumante;-;2001;Producao
Base espumante moscatel;-;2001;Producao
Base Champenoise champanha;-;2001;Producao
Base Charmat champanha;-;2001;Producao
Bebida de uva;-;2001;Producao
Polpa de uva;-;2001;Producao
Mosto simples;6.977.231;2001;Producao
Mosto concentrado;-;2001;Producao
Mosto de uva com bagaço;-;2001;Producao
Mosto dessulfitado;-;2001;Producao
Mistelas;15.000;2001;Producao
Néctar de uva;-;2001;Producao
Licorosos;4.000;2001;Producao
Compostos;-;2001;Producao
Jeropiga;-;2001;Producao
Filtrado;-;2001;Producao
Frisante;-;2001;Producao
Vinho leve;-;2001;Producao
Vinho licoroso;-;2001;Producao
Brandy;-;2001;Producao
Destilado;-;2001;Producao
Bagaceira;10.350;2001;Producao
Licor de bagaceira;-;2001;Producao
Vinagre;-;2001;Producao
Borra líquida;8.216.162;2001;Producao
Borra seca;-;2001;Producao
Vinho Composto;-;2001;Producao
Pisco;-;2001;Producao
Vinho orgânico;-;2001;Producao
Espumante orgânico;-;2001;Producao
Destilado alcoólico simples de bagaceira;-;2001;Producao
Vinho acidificado;-;2001;Producao
Mosto parcialmente fermentado;-;2001;Producao
Outros derivados;-;2001;Producao
Total;296.577.759;2001;Producao
VINHO DE MESA;259.589.740;2002;Producao
Tinto;215.892.333;2002;Producao
Branco;35.329.657;2002;Producao
Rosado;8.367.750;2002;Producao
VINHO FINO DE MESA (VINIFERA);31.655.226;2002;Producao
Tinto;13.619.033;2002;Producao
Branco;17.911.689;2002;Producao
Rosado;124.504;2002;Producao
SUCO;20.228.691;2002;Producao
Suco de uva integral;5.505.889;2002;Producao
Suco de uva concentrado;14.722.802;2002;Producao
Suco de uva adoçado;-;2002;Producao
Suco de uva orgânico;-;2002;Producao
Suco de uva reconstituído;-;2002;Producao
DERIVADOS;28.122.348;2002;Producao
Espumante;-;2002;Producao
Espumante moscatel;-;2002;Producao
Base espumante;-;2002;Producao
Base espumante moscatel;-;2002;Producao
Base Champenoise champanha;-;2002;Producao
Base Charmat champanha;-;2002;Producao
Bebida de uva;-;2002;Producao
Polpa de uva;-;2002;Producao
Mosto simples;12.875.000;2002;Producao
Mosto concentrado;-;2002;Producao
Mosto de uva com bagaço;-;2002;Producao
Mosto dessulfitado;-;2002;Producao
Mistelas;-;2002;Producao
Néctar de uva;-;2002;Producao
Licorosos;-;2002;Producao
Compostos;-;2002;Producao
Jeropiga;-;2002;Producao
Filtrado;-;2002;Producao
Frisante;-;2002;Producao
Vinho leve;-;2002;Producao
Vinho licoroso;-;2002;Producao
Brandy;-;2002;Producao
Destilado;-;2002;Producao
Bagaceira;-;2002;Producao
Licor de bagaceira;-;2002;Producao
Vinagre;-;2002;Producao
Borra líquida;8.541.861;2002;Producao
Borra seca;-;2002;Producao
Vinho Composto;-;2002;Producao
Pisco;-;2002;Producao
Vinho orgânico;6.705.487;2002;Producao
Espumante orgânico;-;2002;Producao
Destilado alcoólico simples de bagaceira;-;2002;Producao
Vinho acidificado;-;2002;Producao
Mosto parcialmente fermentado;-;2002;Producao
Outros derivados;-;2002;Producao
Total;339.596.005;2002;Producao
VINHO DE MESA;202.545.724;2003;Producao
Tinto;155.513.687;2003;Producao
Branco;40.861.639;2003;Producao
Rosado;6.170.398;2003;Producao
VINHO FINO DE MESA (VINIFERA);29.551.457;2003;Producao
Tinto;15.357.576;2003;Producao
Branco;14.058.481;2003;Producao
Rosado;135.400;2003;Producao
SUCO;12.420.745;2003;Producao
Suco de uva integral;1.372.381;2003;Producao
Suco de uva concentrado;11.048.364;2003;Producao
Suco de uva adoçado;-;2003;Producao
Suco de uva orgânico;-;2003;Producao
Suco de uva reconstituído;-;2003;Producao
DERIVADOS;24.108.352;2003;Producao
Espumante;-;2003;Producao
Espumante moscatel;147.600;2003;Producao
Base espumante;-;2003;Producao
Base espumante moscatel;-;2003;Producao
Base Champenoise champanha;-;2003;Producao
Base Charmat champanha;-;2003;Producao
Bebida de uva;-;2003;Producao
Polpa de uva;-;2003;Producao
Mosto simples;13.172.480;2003;Producao
Mosto concentrado;-;2003;Producao
Mosto de uva com bagaço;-;2003;Producao
Mosto dessulfitado;-;2003;Producao
Mistelas;5.500;2003;Producao
Néctar de uva;-;2003;Producao
Licorosos;34.420;2003;Producao
Compostos;-;2003;Producao
Jeropiga;-;2003;Producao
Filtrado;-;2003;Producao
Frisante;-;2003;Producao
Vinho leve;11.000;2003;Producao
Vinho licoroso;-;2003;Producao
Brandy;-;2003;Producao
Destilado;-;2003;Producao
Bagaceira;26.800;2003;Producao
Licor de bagaceira;-;2003;Producao
Vinagre;-;2003;Producao
Borra líquida;3.126.172;2003;Producao
Borra seca;-;2003;Producao
Vinho Composto;-;2003;Producao
Pisco;-;2003;Producao
Vinho orgânico;7.584.380;2003;Producao
Espumante orgânico;-;2003;Producao
Destilado alcoólico simples de bagaceira;-;2003;Producao
Vinho acidificado;-;2003;Producao
Mosto parcialmente fermentado;-;2003;Producao
Outros derivados;-;2003;Producao
Total;268.626.278;2003;Producao
VINHO DE MESA;313.962.284;2004;Producao
Tinto;254.172.425;2004;Producao
Branco;51.719.967;2004;Producao
Rosado;8.069.892;2004;Producao
VINHO FINO DE MESA (VINIFERA);42.902.608;2004;Producao
Tinto;23.062.182;2004;Producao
Branco;19.803.647;2004;Producao
Rosado;36.779;2004;Producao
SUCO;24.078.112;2004;Producao
Suco de uva integral;6.222.380;2004;Producao
Suco de uva concentrado;17.855.732;2004;Producao
Suco de uva adoçado;-;2004;Producao
Suco de uva orgânico;-;2004;Producao
Suco de uva reconstituído;-;2004;Producao
DERIVADOS;28.471.858;2004;Producao
Espumante;3.999;2004;Producao
Espumante moscatel;204.000;2004;Producao
Base espumante;-;2004;Producao
Base espumante moscatel;98.900;2004;Producao
Base Champenoise champanha;-;2004;Producao
Base Charmat champanha;-;2004;Producao
Bebida de uva;-;2004;Producao
Polpa de uva;890.562;2004;Producao
Mosto simples;26.067.525;2004;Producao
Mosto concentrado;-;2004;Producao
Mosto de uva com bagaço;-;2004;Producao
Mosto dessulfitado;-;2004;Producao
Mistelas;11.500;2004;Producao
Néctar de uva;-;2004;Producao
Licorosos;-;2004;Producao
Compostos;-;2004;Producao
Jeropiga;-;2004;Producao
Filtrado;-;2004;Producao
Frisante;-;2004;Producao
Vinho leve;6.000;2004;Producao
Vinho licoroso;77.800;2004;Producao
Brandy;-;2004;Producao
Destilado;1.000;2004;Producao
Bagaceira;66.082;2004;Producao
Licor de bagaceira;-;2004;Producao
Vinagre;-;2004;Producao
Borra líquida;1.044.490;2004;Producao
Borra seca;-;2004;Producao
Vinho Composto;-;2004;Producao
Pisco;-;2004;Producao
Vinho orgânico;-;2004;Producao
Espumante orgânico;-;2004;Producao
Destilado alcoólico simples de bagaceira;-;2004;Producao
Vinho acidificado;-;2004;Producao
Mosto parcialmente fermentado;-;2004;Producao
Outros derivados;-;2004;Producao
Total;409.414.862;2004;Producao
VINHO DE MESA;226.080.432;2005;Producao
Tinto;180.698.666;2005;Producao
Branco;39.212.146;2005;Producao
Rosado;6.169.620;2005;Producao
VINHO FINO DE MESA (VINIFERA);45.453.898;2005;Producao
Tinto;25.409.805;2005;Producao
Branco;20.012.363;2005;Producao
Rosado;31.730;2005;Producao
SUCO;27.960.596;2005;Producao
Suco de uva integral;7.103.175;2005;Producao
Suco de uva concentrado;19.513.244;2005;Producao
Suco de uva adoçado;1.344.177;2005;Producao
Suco de uva orgânico;-;2005;Producao
Suco de uva reconstituído;-;2005;Producao
DERIVADOS;25.541.605;2005;Producao
Espumante;1.920;2005;Producao
Espumante moscatel;514.480;2005;Producao
Base espumante;239.000;2005;Producao
Base espumante moscatel;212.400;2005;Producao
Base Champenoise champanha;-;2005;Producao
Base Charmat champanha;-;2005;Producao
Bebida de uva;-;2005;Producao
Polpa de uva;1.350.672;2005;Producao
Mosto simples;22.429.791;2005;Producao
Mosto concentrado;83.116;2005;Producao
Mosto de uva com bagaço;-;2005;Producao
Mosto dessulfitado;-;2005;Producao
Mistelas;9.960;2005;Producao
Néctar de uva;-;2005;Producao
Licorosos;-;2005;Producao
Compostos;-;2005;Producao
Jeropiga;-;2005;Producao
Filtrado;-;2005;Producao
Frisante;-;2005;Producao
Vinho leve;16.500;2005;Producao
Vinho licoroso;125.700;2005;Producao
Brandy;-;2005;Producao
Destilado;-;2005;Producao
Bagaceira;32.050;2005;Producao
Licor de bagaceira;-;2005;Producao
Vinagre;-;2005;Producao
Borra líquida;526.016;2005;Producao
Borra seca;-;2005;Producao
Vinho Composto;-;2005;Producao
Pisco;-;2005;Producao
Vinho orgânico;-;2005;Producao
Espumante orgânico;-;2005;Producao
Destilado alcoólico simples de bagaceira;-;2005;Producao
Vinho acidificado;-;2005;Producao
Mosto parcialmente fermentado;-;2005;Producao
Outros derivados;-;2005;Producao
Total;325.036.531;2005;Producao
VINHO DE MESA;185.100.887;2006;Producao
Tinto;149.552.555;2006;Producao
Branco;31.738.390;2006;Producao
Rosado;3.809.942;2006;Producao
VINHO FINO DE MESA (VINIFERA);32.168.977;2006;Producao
Tinto;18.868.108;2006;Producao
Branco;13.249.969;2006;Producao
Rosado;50.900;2006;Producao
SUCO;31.361.096;2006;Producao
Suco de uva integral;13.946.491;2006;Producao
Suco de uva concentrado;17.414.605;2006;Producao
Suco de uva adoçado;-;2006;Producao
Suco de uva orgânico;-;2006;Producao
Suco de uva reconstituído;-;2006;Producao
DERIVADOS;27.752.531;2006;Producao
Espumante;26.600;2006;Producao
Espumante moscatel;320.514;2006;Producao
Base espumante;-;2006;Producao
Base espumante moscatel;362.589;2006;Producao
Base Champenoise champanha;-;2006;Producao
Base Charmat champanha;-;2006;Producao
Bebida de uva;-;2006;Producao
Polpa de uva;1.006.000;2006;Producao
Mosto simples;25.903.812;2006;Producao
Mosto concentrado;-;2006;Producao
Mosto de uva com bagaço;-;2006;Producao
Mosto dessulfitado;-;2006;Producao
Mistelas;-;2006;Producao
Néctar de uva;-;2006;Producao
Licorosos;-;2006;Producao
Compostos;-;2006;Producao
Jeropiga;-;2006;Producao
Filtrado;-;2006;Producao
Frisante;-;2006;Producao
Vinho leve;-;2006;Producao
Vinho licoroso;28.500;2006;Producao
Brandy;-;2006;Producao
Destilado;-;2006;Producao
Bagaceira;24.250;2006;Producao
Licor de bagaceira;-;2006;Producao
Vinagre;-;2006;Producao
Borra líquida;57.333;2006;Producao
Borra seca;-;2006;Producao
Vinho Composto;-;2006;Producao
Pisco;-;2006;Producao
Vinho orgânico;22.933;2006;Producao
Espumante orgânico;-;2006;Producao
Destilado alcoólico simples de bagaceira;-;2006;Producao
Vinho acidificado;-;2006;Producao
Mosto parcialmente fermentado;-;2006;Producao
Outros derivados;-;2006;Producao
Total;276.383.491;2006;Producao
VINHO DE MESA;275.287.908;2007;Producao
Tinto;228.156.220;2007;Producao
Branco;42.118.552;2007;Producao
Rosado;5.013.136;2007;Producao
VINHO FINO DE MESA (VINIFERA);43.176.484;2007;Producao
Tinto;24.786.071;2007;Producao
Branco;17.598.428;2007;Producao
Rosado;791.985;2007;Producao
SUCO;30.136.844;2007;Producao
Suco de uva integral;10.147.037;2007;Producao
Suco de uva concentrado;19.280.709;2007;Producao
Suco de uva adoçado;709.098;2007;Producao
Suco de uva orgânico;-;2007;Producao
Suco de uva reconstituído;-;2007;Producao
DERIVADOS;42.011.603;2007;Producao
Espumante;-;2007;Producao
Espumante moscatel;589.332;2007;Producao
Base espumante;78.250;2007;Producao
Base espumante moscatel;111.200;2007;Producao
Base Champenoise champanha;-;2007;Producao
Base Charmat champanha;-;2007;Producao
Bebida de uva;-;2007;Producao
Polpa de uva;1.083.202;2007;Producao
Mosto simples;37.558.010;2007;Producao
Mosto concentrado;110.000;2007;Producao
Mosto de uva com bagaço;-;2007;Producao
Mosto dessulfitado;-;2007;Producao
Mistelas;1.900;2007;Producao
Néctar de uva;-;2007;Producao
Licorosos;-;2007;Producao
Compostos;-;2007;Producao
Jeropiga;-;2007;Producao
Filtrado;-;2007;Producao
Frisante;-;2007;Producao
Vinho leve;-;2007;Producao
Vinho licoroso;27.926;2007;Producao
Brandy;-;2007;Producao
Destilado;-;2007;Producao
Bagaceira;48.500;2007;Producao
Licor de bagaceira;-;2007;Producao
Vinagre;-;2007;Producao
Borra líquida;2.095.873;2007;Producao
Borra seca;-;2007;Producao
Vinho Composto;-;2007;Producao
Pisco;-;2007;Producao
Vinho orgânico;307.410;2007;Producao
Espumante orgânico;-;2007;Producao
Destilado alcoólico simples de bagaceira;-;2007;Producao
Vinho acidificado;-;2007;Producao
Mosto parcialmente fermentado;-;2007;Producao
Outros derivados;-;2007;Producao
Total;390.612.839;2007;Producao
VINHO DE MESA;287.506.811;2008;Producao
Tinto;241.057.928;2008;Producao
Branco;42.942.053;2008;Producao
Rosado;3.506.830;2008;Producao
VINHO FINO DE MESA (VINIFERA);47.334.501;2008;Producao
Tinto;27.583.032;2008;Producao
Branco;18.812.571;2008;Producao
Rosado;938.898;2008;Producao
SUCO;35.647.994;2008;Producao
Suco de uva integral;11.817.941;2008;Producao
Suco de uva concentrado;23.014.646;2008;Producao
Suco de uva adoçado;815.407;2008;Producao
Suco de uva orgânico;-;2008;Producao
Suco de uva reconstituído;-;2008;Producao
DERIVADOS;59.622.293;2008;Producao
Espumante;88.690;2008;Producao
Espumante moscatel;1.113.462;2008;Producao
Base espumante;220.120;2008;Producao
Base espumante moscatel;474.721;2008;Producao
Base Champenoise champanha;-;2008;Producao
Base Charmat champanha;-;2008;Producao
Bebida de uva;1.082.700;2008;Producao
Polpa de uva;1.188.260;2008;Producao
Mosto simples;53.683.415;2008;Producao
Mosto concentrado;-;2008;Producao
Mosto de uva com bagaço;-;2008;Producao
Mosto dessulfitado;-;2008;Producao
Mistelas;2.000;2008;Producao
Néctar de uva;-;2008;Producao
Licorosos;-;2008;Producao
Compostos;-;2008;Producao
Jeropiga;-;2008;Producao
Filtrado;-;2008;Producao
Frisante;-;2008;Producao
Vinho leve;-;2008;Producao
Vinho licoroso;65.650;2008;Producao
Brandy;-;2008;Producao
Destilado;-;2008;Producao
Bagaceira;8.500;2008;Producao
Licor de bagaceira;-;2008;Producao
Vinagre;-;2008;Producao
Borra líquida;1.679.775;2008;Producao
Borra seca;-;2008;Producao
Vinho Composto;-;2008;Producao
Pisco;-;2008;Producao
Vinho orgânico;15.000;2008;Producao
Espumante orgânico;-;2008;Producao
Destilado alcoólico simples de bagaceira;-;2008;Producao
Vinho acidificado;-;2008;Producao
Mosto parcialmente fermentado;-;2008;Producao
Outros derivados;-;2008;Producao
Total;430.111.599;2008;Producao
VINHO DE MESA;205.418.206;2009;Producao
Tinto;164.143.454;2009;Producao
Branco;39.211.278;2009;Producao
Rosado;2.063.474;2009;Producao
VINHO FINO DE MESA (VINIFERA);39.900.568;2009;Producao
Tinto;18.209.043;2009;Producao
Branco;21.366.975;2009;Producao
Rosado;324.550;2009;Producao
SUCO;39.715.098;2009;Producao
Suco de uva integral;16.034.003;2009;Producao
Suco de uva concentrado;23.006.457;2009;Producao
Suco de uva adoçado;674.638;2009;Producao
Suco de uva orgânico;-;2009;Producao
Suco de uva reconstituído;-;2009;Producao
DERIVADOS;56.787.892;2009;Producao
Espumante;-;2009;Producao
Espumante moscatel;1.190.500;2009;Producao
Base espumante;335.850;2009;Producao
Base espumante moscatel;442.150;2009;Producao
Base Champenoise champanha;-;2009;Producao
Base Charmat champanha;-;2009;Producao
Bebida de uva;420;2009;Producao
Polpa de uva;1.352.417;2009;Producao
Mosto simples;53.418.555;2009;Producao
Mosto concentrado;-;2009;Producao
Mosto de uva com bagaço;-;2009;Producao
Mosto dessulfitado;-;2009;Producao
Mistelas;3.500;2009;Producao
Néctar de uva;-;2009;Producao
Licorosos;38.000;2009;Producao
Compostos;-;2009;Producao
Jeropiga;-;2009;Producao
Filtrado;-;2009;Producao
Frisante;-;2009;Producao
Vinho leve;-;2009;Producao
Vinho licoroso;-;2009;Producao
Brandy;-;2009;Producao
Destilado;-;2009;Producao
Bagaceira;6.500;2009;Producao
Licor de bagaceira;-;2009;Producao
Vinagre;-;2009;Producao
Borra líquida;-;2009;Producao
Borra seca;-;2009;Producao
Vinho Composto;-;2009;Producao
Pisco;-;2009;Producao
Vinho orgânico;-;2009;Producao
Espumante orgânico;-;2009;Producao
Destilado alcoólico simples de bagaceira;-;2009;Producao
Vinho acidificado;-;2009;Producao
Mosto parcialmente fermentado;-;2009;Producao
Outros derivados;-;2009;Producao
Total;341.821.764;2009;Producao
VINHO DE MESA;195.267.980;2010;Producao
Tinto;157.290.088;2010;Producao
Branco;35.408.083;2010;Producao
Rosado;2.569.809;2010;Producao
VINHO FINO DE MESA (VINIFERA);24.805.713;2010;Producao
Tinto;11.401.406;2010;Producao
Branco;13.013.027;2010;Producao
Rosado;391.280;2010;Producao
SUCO;50.125.944;2010;Producao
Suco de uva integral;26.887.259;2010;Producao
Suco de uva concentrado;23.238.685;2010;Producao
Suco de uva adoçado;-;2010;Producao
Suco de uva orgânico;-;2010;Producao
Suco de uva reconstituído;-;2010;Producao
DERIVADOS;51.210.756;2010;Producao
Espumante;10.125;2010;Producao
Espumante moscatel;703.393;2010;Producao
Base espumante;-;2010;Producao
Base espumante moscatel;1.144.508;2010;Producao
Base Champenoise champanha;92.082;2010;Producao
Base Charmat champanha;254.000;2010;Producao
Bebida de uva;7.900;2010;Producao
Polpa de uva;1.951.606;2010;Producao
Mosto simples;45.912.040;2010;Producao
Mosto concentrado;-;2010;Producao
Mosto de uva com bagaço;-;2010;Producao
Mosto dessulfitado;-;2010;Producao
Mistelas;-;2010;Producao
Néctar de uva;-;2010;Producao
Licorosos;-;2010;Producao
Compostos;-;2010;Producao
Jeropiga;69.000;2010;Producao
Filtrado;-;2010;Producao
Frisante;831.000;2010;Producao
Vinho leve;-;2010;Producao
Vinho licoroso;15.000;2010;Producao
Brandy;-;2010;Producao
Destilado;-;2010;Producao
Bagaceira;-;2010;Producao
Licor de bagaceira;-;2010;Producao
Vinagre;5.817;2010;Producao
Borra líquida;64.304;2010;Producao
Borra seca;149.981;2010;Producao
Vinho Composto;-;2010;Producao
