Produto;Quantidade (L.);Year;Category
Pisco;-;2010;Producao
Vinho orgânico;-;2010;Producao
Espumante orgânico;-;2010;Producao
Destilado alcoólico simples de bagaceira;-;2010;Producao
Vinho acidificado;-;2010;Producao
Mosto parcialmente fermentado;-;2010;Producao
Outros derivados;-;2010;Producao
Total;321.410.393;2010;Producao
VINHO DE MESA;257.840.749;2011;Producao
Tinto;210.113.358;2011;Producao
Branco;46.007.504;2011;Producao
Rosado;1.719.887;2011;Producao
VINHO FINO DE MESA (VINIFERA);47.598.471;2011;Producao
Tinto;24.104.740;2011;Producao
Branco;22.739.426;2011;Producao
Rosado;754.305;2011;Producao
SUCO;69.364.324;2011;Producao
Suco de uva integral;39.487.800;2011;Producao
Suco de uva concentrado;29.564.324;2011;Producao
Suco de uva adoçado;312.200;2011;Producao
Suco de uva orgânico;-;2011;Producao
Suco de uva reconstituído;-;2011;Producao
DERIVADOS;85.748.723;2011;Producao
Espumante;26.361;2011;Producao
Espumante moscatel;219.100;2011;Producao
Base espumante;-;2011;Producao
Base espumante moscatel;2.749.540;2011;Producao
Base Champenoise champanha;74.746;2011;Producao
Base Charmat champanha;865.858;2011;Producao
Bebida de uva;-;2011;Producao
Polpa de uva;2.480.120;2011;Producao
Mosto simples;77.285.998;2011;Producao
Mosto concentrado;-;2011;Producao
Mosto de uva com bagaço;1.037.600;2011;Producao
Mosto dessulfitado;-;2011;Producao
Mistelas;-;2011;Producao
Néctar de uva;-;2011;Producao
Licorosos;-;2011;Producao
Compostos;-;2011;Producao
Jeropiga;-;2011;Producao
Filtrado;-;2011;Producao
Frisante;1.003.800;2011;Producao
Vinho leve;-;2011;Producao
Vinho licoroso;-;2011;Producao
Brandy;-;2011;Producao
Destilado;-;2011;Producao
Bagaceira;-;2011;Producao
Licor de bagaceira;-;2011;Producao
Vinagre;-;2011;Producao
Borra líquida;-;2011;Producao
Borra seca;-;2011;Producao
Vinho Composto;-;2011;Producao
Pisco;-;2011;Producao
Vinho orgânico;5.600;2011;Producao
Espumante orgânico;-;2011;Producao
Destilado alcoólico simples de bagaceira;-;2011;Producao
Vinho acidificado;-;2011;Producao
Mosto parcialmente fermentado;-;2011;Producao
Outros derivados;-;2011;Producao
Total;460.552.267;2011;Producao
VINHO DE MESA;212.777.037;2012;Producao
Tinto;175.875.432;2012;Producao
Branco;34.938.249;2012;Producao
Rosado;1.963.356;2012;Producao
VINHO FINO DE MESA (VINIFERA);45.200.730;2012;Producao
Tinto;24.027.589;2012;Producao
Branco;20.647.238;2012;Producao
Rosado;525.903;2012;Producao
SUCO;70.066.732;2012;Producao
Suco de uva integral;31.908.829;2012;Producao
Suco de uva concentrado;37.624.855;2012;Producao
Suco de uva adoçado;533.048;2012;Producao
Suco de uva orgânico;-;2012;Producao
Suco de uva reconstituído;-;2012;Producao
DERIVADOS;100.757.101;2012;Producao
Espumante;17.200;2012;Producao
Espumante moscatel;139.775;2012;Producao
Base espumante;-;2012;Producao
Base espumante moscatel;2.798.908;2012;Producao
Base Champenoise champanha;369.278;2012;Producao
Base Charmat champanha;479.625;2012;Producao
Bebida de uva;-;2012;Producao
Polpa de uva;2.797.665;2012;Producao
Mosto simples;93.341.575;2012;Producao
Mosto concentrado;-;2012;Producao
Mosto de uva com bagaço;-;2012;Producao
Mosto dessulfitado;-;2012;Producao
Mistelas;200;2012;Producao
Néctar de uva;-;2012;Producao
Licorosos;26.775;2012;Producao
Compostos;7.600;2012;Producao
Jeropiga;-;2012;Producao
Filtrado;-;2012;Producao
Frisante;778.500;2012;Producao
Vinho leve;-;2012;Producao
Vinho licoroso;-;2012;Producao
Brandy;-;2012;Producao
Destilado;-;2012;Producao
Bagaceira;-;2012;Producao
Licor de bagaceira;-;2012;Producao
Vinagre;-;2012;Producao
Borra líquida;-;2012;Producao
Borra seca;-;2012;Producao
Vinho Composto;-;2012;Producao
Pisco;-;2012;Producao
Vinho orgânico;-;2012;Producao
Espumante orgânico;-;2012;Producao
Destilado alcoólico simples de bagaceira;-;2012;Producao
Vinho acidificado;-;2012;Producao
Mosto parcialmente fermentado;-;2012;Producao
Outros derivados;-;2012;Producao
Total;428.801.600;2012;Producao
VINHO DE MESA;196.904.222;2013;Producao
Tinto;163.111.797;2013;Producao
Branco;32.066.403;2013;Producao
Rosado;1.726.022;2013;Producao
VINHO FINO DE MESA (VINIFERA);45.782.530;2013;Producao
Tinto;23.156.458;2013;Producao
Branco;21.906.349;2013;Producao
Rosado;719.723;2013;Producao
SUCO;64.879.790;2013;Producao
Suco de uva integral;33.673.396;2013;Producao
Suco de uva concentrado;31.206.394;2013;Producao
Suco de uva adoçado;-;2013;Producao
Suco de uva orgânico;-;2013;Producao
Suco de uva reconstituído;-;2013;Producao
DERIVADOS;64.072.127;2013;Producao
Espumante;30.275;2013;Producao
Espumante moscatel;159.781;2013;Producao
Base espumante;-;2013;Producao
Base espumante moscatel;1.470.700;2013;Producao
Base Champenoise champanha;359.617;2013;Producao
Base Charmat champanha;624.728;2013;Producao
Bebida de uva;4.260;2013;Producao
Polpa de uva;1.742.152;2013;Producao
Mosto simples;58.517.506;2013;Producao
Mosto concentrado;-;2013;Producao
Mosto de uva com bagaço;-;2013;Producao
Mosto dessulfitado;-;2013;Producao
Mistelas;2.500;2013;Producao
Néctar de uva;10.000;2013;Producao
Licorosos;-;2013;Producao
Compostos;-;2013;Producao
Jeropiga;-;2013;Producao
Filtrado;-;2013;Producao
Frisante;1.009.000;2013;Producao
Vinho leve;-;2013;Producao
Vinho licoroso;100;2013;Producao
Brandy;-;2013;Producao
Destilado;-;2013;Producao
Bagaceira;-;2013;Producao
Licor de bagaceira;-;2013;Producao
Vinagre;-;2013;Producao
Borra líquida;63.111;2013;Producao
Borra seca;78.397;2013;Producao
Vinho Composto;-;2013;Producao
Pisco;-;2013;Producao
Vinho orgânico;-;2013;Producao
Espumante orgânico;-;2013;Producao
Destilado alcoólico simples de bagaceira;-;2013;Producao
Vinho acidificado;-;2013;Producao
Mosto parcialmente fermentado;-;2013;Producao
Outros derivados;-;2013;Producao
Total;371.638.669;2013;Producao
VINHO DE MESA;196.173.123;2014;Producao
Tinto;157.776.363;2014;Producao
Branco;37.438.069;2014;Producao
Rosado;958.691;2014;Producao
VINHO FINO DE MESA (VINIFERA);38.464.314;2014;Producao
Tinto;17.208.996;2014;Producao
Branco;20.054.804;2014;Producao
Rosado;1.200.514;2014;Producao
SUCO;76.723.537;2014;Producao
Suco de uva integral;43.331.223;2014;Producao
Suco de uva concentrado;33.392.314;2014;Producao
Suco de uva adoçado;-;2014;Producao
Suco de uva orgânico;-;2014;Producao
Suco de uva reconstituído;-;2014;Producao
DERIVADOS;62.907.281;2014;Producao
Espumante;2.700;2014;Producao
Espumante moscatel;100.000;2014;Producao
Base espumante;-;2014;Producao
Base espumante moscatel;1.808.044;2014;Producao
Base Champenoise champanha;234.725;2014;Producao
Base Charmat champanha;376.968;2014;Producao
Bebida de uva;3.860;2014;Producao
Polpa de uva;2.484.000;2014;Producao
Mosto simples;57.582.195;2014;Producao
Mosto concentrado;-;2014;Producao
Mosto de uva com bagaço;-;2014;Producao
Mosto dessulfitado;-;2014;Producao
Mistelas;1.000;2014;Producao
Néctar de uva;1.140;2014;Producao
Licorosos;-;2014;Producao
Compostos;-;2014;Producao
Jeropiga;-;2014;Producao
Filtrado;-;2014;Producao
Frisante;26.069;2014;Producao
Vinho leve;-;2014;Producao
Vinho licoroso;36.000;2014;Producao
Brandy;-;2014;Producao
Destilado;-;2014;Producao
Bagaceira;-;2014;Producao
Licor de bagaceira;-;2014;Producao
Vinagre;53.776;2014;Producao
Borra líquida;50.954;2014;Producao
Borra seca;142.850;2014;Producao
Vinho Composto;3.000;2014;Producao
Pisco;-;2014;Producao
Vinho orgânico;-;2014;Producao
Espumante orgânico;-;2014;Producao
Destilado alcoólico simples de bagaceira;-;2014;Producao
Vinho acidificado;-;2014;Producao
Mosto parcialmente fermentado;-;2014;Producao
Outros derivados;-;2014;Producao
Total;374.268.255;2014;Producao
VINHO DE MESA;210.308.560;2015;Producao
Tinto;169.811.472;2015;Producao
Branco;39.557.250;2015;Producao
Rosado;939.838;2015;Producao
VINHO FINO DE MESA (VINIFERA);37.148.982;2015;Producao
Tinto;16.745.896;2015;Producao
Branco;19.561.966;2015;Producao
Rosado;841.120;2015;Producao
SUCO;87.894.468;2015;Producao
Suco de uva integral;52.233.155;2015;Producao
Suco de uva concentrado;35.661.313;2015;Producao
Suco de uva adoçado;-;2015;Producao
Suco de uva orgânico;-;2015;Producao
Suco de uva reconstituído;-;2015;Producao
DERIVADOS;107.349.704;2015;Producao
Espumante;23.750;2015;Producao
Espumante moscatel;110.100;2015;Producao
Base espumante;-;2015;Producao
Base espumante moscatel;1.607.727;2015;Producao
Base Champenoise champanha;605.001;2015;Producao
Base Charmat champanha;1.466.259;2015;Producao
Bebida de uva;922;2015;Producao
Polpa de uva;2.371.140;2015;Producao
Mosto simples;100.911.592;2015;Producao
Mosto concentrado;-;2015;Producao
Mosto de uva com bagaço;-;2015;Producao
Mosto dessulfitado;-;2015;Producao
Mistelas;-;2015;Producao
Néctar de uva;1.000;2015;Producao
Licorosos;-;2015;Producao
Compostos;-;2015;Producao
Jeropiga;-;2015;Producao
Filtrado;-;2015;Producao
Frisante;-;2015;Producao
Vinho leve;-;2015;Producao
Vinho licoroso;56.000;2015;Producao
Brandy;-;2015;Producao
Destilado;-;2015;Producao
Bagaceira;1.350;2015;Producao
Licor de bagaceira;-;2015;Producao
Vinagre;25.800;2015;Producao
Borra líquida;48.833;2015;Producao
Borra seca;120.230;2015;Producao
Vinho Composto;-;2015;Producao
Pisco;-;2015;Producao
Vinho orgânico;-;2015;Producao
Espumante orgânico;-;2015;Producao
Destilado alcoólico simples de bagaceira;-;2015;Producao
Vinho acidificado;-;2015;Producao
Mosto parcialmente fermentado;-;2015;Producao
Outros derivados;-;2015;Producao
Total;442.701.714;2015;Producao
VINHO DE MESA;86.319.015;2016;Producao
Tinto;75.279.191;2016;Producao
Branco;10.727.099;2016;Producao
Rosado;312.725;2016;Producao
VINHO FINO DE MESA (VINIFERA);18.070.626;2016;Producao
Tinto;8.774.847;2016;Producao
Branco;8.705.066;2016;Producao
Rosado;590.713;2016;Producao
SUCO;42.210.389;2016;Producao
Suco de uva integral;31.117.869;2016;Producao
Suco de uva concentrado;11.092.520;2016;Producao
Suco de uva adoçado;-;2016;Producao
Suco de uva orgânico;-;2016;Producao
Suco de uva reconstituído;-;2016;Producao
DERIVADOS;53.950.314;2016;Producao
Espumante;1.500;2016;Producao
Espumante moscatel;100.000;2016;Producao
Base espumante;-;2016;Producao
Base espumante moscatel;1.325.700;2016;Producao
Base Champenoise champanha;740.395;2016;Producao
Base Charmat champanha;250.280;2016;Producao
Bebida de uva;3.474;2016;Producao
Polpa de uva;1.620.430;2016;Producao
Mosto simples;49.770.993;2016;Producao
Mosto concentrado;-;2016;Producao
Mosto de uva com bagaço;-;2016;Producao
Mosto dessulfitado;-;2016;Producao
Mistelas;-;2016;Producao
Néctar de uva;-;2016;Producao
Licorosos;-;2016;Producao
Compostos;-;2016;Producao
Jeropiga;-;2016;Producao
Filtrado;-;2016;Producao
Frisante;-;2016;Producao
Vinho leve;-;2016;Producao
Vinho licoroso;24.200;2016;Producao
Brandy;-;2016;Producao
Destilado;-;2016;Producao
Bagaceira;1.000;2016;Producao
Licor de bagaceira;-;2016;Producao
Vinagre;5.000;2016;Producao
Borra líquida;24.975;2016;Producao
Borra seca;82.367;2016;Producao
Vinho Composto;-;2016;Producao
Pisco;-;2016;Producao
Vinho orgânico;-;2016;Producao
Espumante orgânico;-;2016;Producao
Destilado alcoólico simples de bagaceira;-;2016;Producao
Vinho acidificado;-;2016;Producao
Mosto parcialmente fermentado;-;2016;Producao
Outros derivados;-;2016;Producao
Total;200.550.344;2016;Producao
VINHO DE MESA;255.015.187;2017;Producao
Tinto;1.365.957;2017;Producao
Branco;217.527.985;2017;Producao
Rosado;36.121.245;2017;Producao
VINHO FINO DE MESA (VINIFERA);44.537.870;2017;Producao
Tinto;21.442.212;2017;Producao
Branco;21.928.400;2017;Producao
Rosado;1.167.258;2017;Producao
SUCO;77.161.971;2017;Producao
Suco de uva integral;46.865.626;2017;Producao
Suco de uva concentrado;30.059.271;2017;Producao
Suco de uva adoçado;177.774;2017;Producao
Suco de uva orgânico;-;2017;Producao
Suco de uva reconstituído;59.300;2017;Producao
DERIVADOS;109.116.761;2017;Producao
Espumante;11.280;2017;Producao
Espumante moscatel;152.375;2017;Producao
Base espumante;-;2017;Producao
Base espumante moscatel;1.965.629;2017;Producao
Base Champenoise champanha;1.552.403;2017;Producao
Base Charmat champanha;893.364;2017;Producao
Bebida de uva;-;2017;Producao
Polpa de uva;2.507.125;2017;Producao
Mosto simples;101.010.116;2017;Producao
Mosto concentrado;-;2017;Producao
Mosto de uva com bagaço;772.110;2017;Producao
Mosto dessulfitado;-;2017;Producao
Mistelas;1.500;2017;Producao
Néctar de uva;3.000;2017;Producao
Licorosos;110.820;2017;Producao
Compostos;-;2017;Producao
Jeropiga;-;2017;Producao
Filtrado;-;2017;Producao
Frisante;-;2017;Producao
Vinho leve;-;2017;Producao
Vinho licoroso;110.820;2017;Producao
Brandy;-;2017;Producao
Destilado;-;2017;Producao
Bagaceira;900;2017;Producao
Licor de bagaceira;-;2017;Producao
Vinagre;25.319;2017;Producao
Borra líquida;-;2017;Producao
Borra seca;-;2017;Producao
Vinho Composto;-;2017;Producao
Pisco;-;2017;Producao
Vinho orgânico;-;2017;Producao
Espumante orgânico;-;2017;Producao
Destilado alcoólico simples de bagaceira;-;2017;Producao
Vinho acidificado;-;2017;Producao
Mosto parcialmente fermentado;-;2017;Producao
Outros derivados;-;2017;Producao
Total;485.831.789;2017;Producao
VINHO DE MESA;218.375.636;2018;Producao
Tinto;188.270.142;2018;Producao
Branco;29.229.970;2018;Producao
Rosado;875.524;2018;Producao
VINHO FINO DE MESA (VINIFERA);38.707.220;2018;Producao
Tinto;19.118.254;2018;Producao
Branco;18.297.257;2018;Producao
Rosado;1.291.709;2018;Producao
SUCO;65.467.906;2018;Producao
Suco de uva integral;34.367.996;2018;Producao
Suco de uva concentrado;31.099.910;2018;Producao
Suco de uva adoçado;-;2018;Producao
Suco de uva orgânico;-;2018;Producao
Suco de uva reconstituído;-;2018;Producao
DERIVADOS;95.202.101;2018;Producao
Espumante;68.500;2018;Producao
Espumante moscatel;326.200;2018;Producao
Base espumante;-;2018;Producao
Base espumante moscatel;1.320.650;2018;Producao
Base Champenoise champanha;228.518;2018;Producao
Base Charmat champanha;1.746.540;2018;Producao
Bebida de uva;-;2018;Producao
Polpa de uva;2.112.683;2018;Producao
Mosto simples;88.910.980;2018;Producao
Mosto concentrado;-;2018;Producao
Mosto de uva com bagaço;-;2018;Producao
Mosto dessulfitado;-;2018;Producao
Mistelas;2.000;2018;Producao
Néctar de uva;-;2018;Producao
Licorosos;-;2018;Producao
Compostos;-;2018;Producao
Jeropiga;-;2018;Producao
Filtrado;-;2018;Producao
Frisante;-;2018;Producao
Vinho leve;8.000;2018;Producao
Vinho licoroso;124.303;2018;Producao
Brandy;-;2018;Producao
Destilado;680;2018;Producao
Bagaceira;2.100;2018;Producao
Licor de bagaceira;-;2018;Producao
Vinagre;25.367;2018;Producao
Borra líquida;255.100;2018;Producao
Borra seca;70.480;2018;Producao
Vinho Composto;-;2018;Producao
Pisco;-;2018;Producao
Vinho orgânico;-;2018;Producao
Espumante orgânico;-;2018;Producao
Destilado alcoólico simples de bagaceira;-;2018;Producao
Vinho acidificado;-;2018;Producao
Mosto parcialmente fermentado;-;2018;Producao
Outros derivados;-;2018;Producao
Total;417.752.863;2018;Producao
VINHO DE MESA;144.629.737;2019;Producao
Tinto;121.045.115;2019;Producao
Branco;22.032.828;2019;Producao
Rosado;1.551.794;2019;Producao
VINHO FINO DE MESA (VINIFERA);37.615.422;2019;Producao
Tinto;17.389.377;2019;Producao
Branco;18.193.055;2019;Producao
Rosado;2.032.990;2019;Producao
SUCO;77.805.352;2019;Producao
Suco de uva integral;50.239.767;2019;Producao
Suco de uva concentrado;26.861.009;2019;Producao
Suco de uva adoçado;120.320;2019;Producao
Suco de uva orgânico;-;2019;Producao
Suco de uva reconstituído;584.256;2019;Producao
DERIVADOS;142.888.747;2019;Producao
Espumante;52.176;2019;Producao
Espumante moscatel;515.800;2019;Producao
Base espumante;-;2019;Producao
Base espumante moscatel;1.962.443;2019;Producao
Base Champenoise champanha;274.903;2019;Producao
Base Charmat champanha;1.188.095;2019;Producao
Bebida de uva;-;2019;Producao
Polpa de uva;1.480.269;2019;Producao
Mosto simples;135.614.344;2019;Producao
Mosto concentrado;-;2019;Producao
Mosto de uva com bagaço;645.816;2019;Producao
Mosto dessulfitado;1.000;2019;Producao
Mistelas;3.000;2019;Producao
Néctar de uva;32.519;2019;Producao
Licorosos;-;2019;Producao
Compostos;-;2019;Producao
Jeropiga;-;2019;Producao
Filtrado;-;2019;Producao
Frisante;-;2019;Producao
Vinho leve;-;2019;Producao
Vinho licoroso;99.485;2019;Producao
Brandy;-;2019;Producao
Destilado;-;2019;Producao
Bagaceira;10.495;2019;Producao
Licor de bagaceira;1.507;2019;Producao
Vinagre;76.096;2019;Producao
Borra líquida;901.431;2019;Producao
Borra seca;25.996;2019;Producao
Vinho Composto;-;2019;Producao
Pisco;3.372;2019;Producao
Vinho orgânico;-;2019;Producao
Espumante orgânico;-;2019;Producao
Destilado alcoólico simples de bagaceira;-;2019;Producao
Vinho acidificado;-;2019;Producao
Mosto parcialmente fermentado;-;2019;Producao
Outros derivados;-;2019;Producao
Total;402.939.258;2019;Producao
VINHO DE MESA;124.200.414;2020;Producao
Tinto;103.916.391;2020;Producao
Branco;19.568.734;2020;Producao
Rosado;715.289;2020;Producao
VINHO FINO DE MESA (VINIFERA);32.516.686;2020;Producao
Tinto;15.451.883;2020;Producao
Branco;15.487.915;2020;Producao
Rosado;1.576.888;2020;Producao
SUCO;69.261.287;2020;Producao
Suco de uva integral;40.718.523;2020;Producao
Suco de uva concentrado;27.963.865;2020;Producao
Suco de uva adoçado;107.289;2020;Producao
Suco de uva orgânico;471.610;2020;Producao
Suco de uva reconstituído;-;2020;Producao
DERIVADOS;92.533.804;2020;Producao
Espumante;32.399;2020;Producao
Espumante moscatel;689.139;2020;Producao
Base espumante;-;2020;Producao
Base espumante moscatel;3.006.705;2020;Producao
Base Champenoise champanha;200.777;2020;Producao
Base Charmat champanha;2.487.939;2020;Producao
Bebida de uva;-;2020;Producao
Polpa de uva;1.803.472;2020;Producao
Mosto simples;80.355.474;2020;Producao
Mosto concentrado;-;2020;Producao
Mosto de uva com bagaço;3.078.256;2020;Producao
Mosto dessulfitado;5.000;2020;Producao
Mistelas;-;2020;Producao
Néctar de uva;46.000;2020;Producao
Licorosos;-;2020;Producao
Compostos;-;2020;Producao
Jeropiga;2.000;2020;Producao
Filtrado;-;2020;Producao
Frisante;-;2020;Producao
Vinho leve;-;2020;Producao
Vinho licoroso;48.678;2020;Producao
Brandy;-;2020;Producao
Destilado;-;2020;Producao
Bagaceira;-;2020;Producao
Licor de bagaceira;5.800;2020;Producao
Vinagre;10.000;2020;Producao
Borra líquida;509.378;2020;Producao
Borra seca;167.587;2020;Producao
Vinho Composto;-;2020;Producao
Pisco;1.000;2020;Producao
Vinho orgânico;18.700;2020;Producao
Espumante orgânico;-;2020;Producao
Destilado alcoólico simples de bagaceira;500;2020;Producao
Vinho acidificado;65.000;2020;Producao
Mosto parcialmente fermentado;-;2020;Producao
Outros derivados;-;2020;Producao
Total;318.512.191;2020;Producao
VINHO DE MESA;173.899.995;2021;Producao
Tinto;146.075.996;2021;Producao
Branco;26.432.799;2021;Producao
Rosado;1.391.200;2021;Producao
VINHO FINO DE MESA (VINIFERA);43.474.998;2021;Producao
Tinto;20.433.249;2021;Producao
Branco;20.867.999;2021;Producao
Rosado;2.173.750;2021;Producao
SUCO;100.932.264;2021;Producao
Suco de uva integral;68.038.479;2021;Producao
Suco de uva concentrado;32.131.218;2021;Producao
Suco de uva adoçado;40.450;2021;Producao
Suco de uva orgânico;722.117;2021;Producao
Suco de uva reconstituído;-;2021;Producao
DERIVADOS;169.031.493;2021;Producao
Espumante;70.091;2021;Producao
Espumante moscatel;11.950;2021;Producao
Base espumante;5.475.049;2021;Producao
Base espumante moscatel;5.549.471;2021;Producao
Base Champenoise champanha;-;2021;Producao
Base Charmat champanha;-;2021;Producao
Bebida de uva;2.000;2021;Producao
Polpa de uva;1.180.578;2021;Producao
Mosto simples;153.579.926;2021;Producao
Mosto concentrado;-;2021;Producao
Mosto de uva com bagaço;618.764;2021;Producao
Mosto dessulfitado;1.532.000;2021;Producao
Mistelas;2.500;2021;Producao
Néctar de uva;18.187;2021;Producao
Licorosos;-;2021;Producao
Compostos;-;2021;Producao
Jeropiga;3.540;2021;Producao
Filtrado;-;2021;Producao
Frisante;1.390;2021;Producao
Vinho leve;-;2021;Producao
Vinho licoroso;30.000;2021;Producao
Brandy;120;2021;Producao
Destilado;-;2021;Producao
Bagaceira;12.060;2021;Producao
Licor de bagaceira;-;2021;Producao
Vinagre;7.500;2021;Producao
Borra líquida;116.450;2021;Producao
Borra seca;16.789;2021;Producao
Vinho Composto;160.000;2021;Producao
Pisco;-;2021;Producao
Vinho orgânico;93.884;2021;Producao
Espumante orgânico;2.412;2021;Producao
Destilado alcoólico simples de bagaceira;3.000;2021;Producao
Vinho acidificado;-;2021;Producao
Mosto parcialmente fermentado;543.510;2021;Producao
Outros derivados;322;2021;Producao
Total;487.338.750;2021;Producao
VINHO DE MESA;195.031.611;2022;Producao
Tinto;162.844.214;2022;Producao
Branco;30.198.430;2022;Producao
Rosado;1.988.968;2022;Producao
VINHO FINO DE MESA (VINIFERA);47.511.796;2022;Producao
Tinto;24.417.918;2022;Producao
Branco;20.896.613;2022;Producao
Rosado;2.197.265;2022;Producao
SUCO;65.809.079;2022;Producao
Suco de uva integral;35.248.305;2022;Producao
Suco de uva concentrado;29.892.550;2022;Producao
Suco de uva adoçado;79.130;2022;Producao
Suco de uva orgânico;589.094;2022;Producao
Suco de uva reconstituído;-;2022;Producao
DERIVADOS;138.501.226;2022;Producao
Espumante;70.759;2022;Producao
Espumante moscatel;27.200;2022;Producao
Base espumante;-;2022;Producao
Base espumante moscatel;6.308.043;2022;Producao
Base Champenoise champanha;1.146.717;2022;Producao
Base Charmat champanha;4.078.766;2022;Producao
Bebida de uva;-;2022;Producao
Polpa de uva;387.886;2022;Producao
Mosto simples;126.048.241;2022;Producao
Mosto concentrado;-;2022;Producao
Mosto de uva com bagaço;-;2022;Producao
Mosto dessulfitado;-;2022;Producao
Mistelas;-;2022;Producao
Néctar de uva;-;2022;Producao
Licorosos;-;2022;Producao
Compostos;-;2022;Producao
Jeropiga;5.000;2022;Producao
Filtrado;-;2022;Producao
Frisante;-;2022;Producao
Vinho leve;-;2022;Producao
Vinho licoroso;67.000;2022;Producao
Brandy;-;2022;Producao
Destilado;-;2022;Producao
Bagaceira;4.998;2022;Producao
Licor de bagaceira;-;2022;Producao
Vinagre;16.200;2022;Producao
Borra líquida;-;2022;Producao
Borra seca;-;2022;Producao
Vinho Composto;-;2022;Producao
Pisco;-;2022;Producao
Vinho orgânico;88.890;2022;Producao
Espumante orgânico;-;2022;Producao
Destilado alcoólico simples de bagaceira;4.300;2022;Producao
Vinho acidificado;-;2022;Producao
Mosto parcialmente fermentado;-;2022;Producao
Outros derivados;247.228;2022;Producao
Total;446.853.712;2022;Producao
VINHO DE MESA;169.762.429;2023;Producao
Tinto;139.320.884;2023;Producao
Branco;27.910.299;2023;Producao
Rosado;2.531.246;2023;Producao
VINHO FINO DE MESA (VINIFERA);46.268.556;2023;Producao
Tinto;23.615.783;2023;Producao
Branco;20.693.437;2023;Producao
Rosado;1.959.336;2023;Producao
SUCO;67.045.238;2023;Producao
Suco de uva integral;38.122.173;2023;Producao
Suco de uva concentrado;28.216.760;2023;Producao
Suco de uva adoçado;94.587;2023;Producao
Suco de uva orgânico;611.718;2023;Producao
Suco de uva reconstituído;-;2023;Producao
DERIVADOS;174.716.647;2023;Producao
Espumante;65.525;2023;Producao
Espumante moscatel;14.744;2023;Producao
Base espumante;-;2023;Producao
Base espumante moscatel;6.734.590;2023;Producao
Base Champenoise champanha;1.552.243;2023;Producao
Base Charmat champanha;5.418.118;2023;Producao
Bebida de uva;1.627;2023;Producao
Polpa de uva;1.388.251;2023;Producao
Mosto simples;157.848.983;2023;Producao
Mosto concentrado;-;2023;Producao
Mosto de uva com bagaço;7.784;2023;Producao
Mosto dessulfitado;-;2023;Producao
Mistelas;600;2023;Producao
Néctar de uva;70.976;2023;Producao
Licorosos;-;2023;Producao
Compostos;-;2023;Producao
Jeropiga;4.500;2023;Producao
Filtrado;-;2023;Producao
Frisante;-;2023;Producao
Vinho leve;-;2023;Producao
Vinho licoroso;73.600;2023;Producao
Brandy;450;2023;Producao
Destilado;-;2023;Producao
Bagaceira;-;2023;Producao
Licor de bagaceira;-;2023;Producao
Vinagre;9.000;2023;Producao
Borra líquida;758.140;2023;Producao
Borra seca;17.200;2023;Producao
Vinho Composto;-;2023;Producao
Pisco;-;2023;Producao
Vinho orgânico;94.150;2023;Producao
Espumante orgânico;1.365;2023;Producao
Destilado alcoólico simples de bagaceira;-;2023;Producao
Vinho acidificado;2.500;2023;Producao
Mosto parcialmente fermentado;-;2023;Producao
Outros derivados;652.301;2023;Producao
Total;457.792.870;2023;Producao
